metabolite_id,enzyme_id,source
CNP0505455.2,ec:1.7.1.14,KEGG
CNP0505455.2,ec:1.7.1.15,KEGG
CNP0505455.2,ec:1.7.1.17,KEGG
CNP0505455.2,ec:1.7.1.2,KEGG
CNP0505455.2,ec:1.7.1.4,KEGG
CNP0505455.2,ec:1.7.1.5,KEGG
CNP0505455.2,ec:1.7.1.9,KEGG
CNP0505455.2,ec:1.7.99.1,KEGG
CNP0505455.2,ec:1.8.1.11,KEGG
CNP0505455.2,ec:1.8.1.15,KEGG
CNP0505455.2,ec:1.8.1.16,KEGG
CNP0505455.2,ec:1.8.1.17,KEGG
CNP0505455.2,ec:1.8.1.18,KEGG
CNP0505455.2,ec:1.8.1.20,KEGG
CNP0505455.2,ec:1.8.1.21,KEGG
CNP0505455.2,ec:1.8.1.22,KEGG
CNP0505455.2,ec:1.8.1.4,KEGG
CNP0505455.2,ec:1.8.1.6,KEGG
CNP0505455.2,ec:1.8.1.7,KEGG
CNP0505455.2,ec:1.8.1.8,KEGG
CNP0505455.2,ec:2.1.1.74,KEGG
CNP0505455.2,ec:2.3.1.190,KEGG
CNP0505455.2,ec:2.3.1.281,KEGG
CNP0505455.2,ec:2.3.1.286,KEGG
CNP0505455.2,ec:2.3.1.313,KEGG
CNP0505455.2,ec:2.4.2.30,KEGG
CNP0505455.2,ec:2.4.2.31,KEGG
CNP0505455.2,ec:2.4.2.36,KEGG
CNP0505455.2,ec:2.4.2.37,KEGG
CNP0505455.2,ec:2.4.2.59,KEGG
CNP0505455.2,ec:2.4.2.60,KEGG
CNP0505455.2,ec:2.5.1.161,KEGG
CNP0505455.2,ec:2.5.1.46,KEGG
CNP0505455.2,ec:2.6.1.121,KEGG
CNP0505455.2,ec:2.7.1.23,KEGG
CNP0505455.2,ec:2.7.1.236,KEGG
CNP0505455.2,ec:2.7.7.1,KEGG
CNP0505455.2,ec:2.7.7.18,KEGG
CNP0505455.2,ec:3.1.3.108,KEGG
CNP0505455.2,ec:3.2.2.5,KEGG
CNP0505455.2,ec:3.2.2.6,KEGG
CNP0505455.2,ec:3.6.1.22,KEGG
CNP0505455.2,ec:3.6.1.9,KEGG
CNP0505455.2,ec:4.3.1.22,KEGG
CNP0505455.2,ec:5.3.3.1,KEGG
CNP0505455.2,ec:6.3.1.5,KEGG
CNP0505455.2,ec:6.3.5.1,KEGG
CNP0505455.2,ec:6.5.1.2,KEGG
CNP0505455.2,ec:6.5.1.6,KEGG
CNP0505455.2,ec:7.1.1.1,KEGG
CNP0505455.2,ec:7.1.1.2,KEGG
CNP0505455.2,PDHB,HMDB
CNP0505455.2,PDHA1,HMDB
CNP0505455.2,PDHA2,HMDB
CNP0505455.2,DLAT,HMDB
CNP0505455.2,NDUFB1,HMDB
CNP0505455.2,NDUFA12,HMDB
CNP0505455.2,NDUFA1,HMDB
CNP0505455.2,NDUFA4L2,HMDB
CNP0505455.2,NDUFA3,HMDB
CNP0505455.2,NDUFA8,HMDB
CNP0505455.2,NDUFA4,HMDB
CNP0505455.2,NDUFA11,HMDB
CNP0505455.2,NDUFA6,HMDB
CNP0505455.2,NDUFB4,HMDB
CNP0505455.2,NDUFA7,HMDB
CNP0505455.2,NDUFA2,HMDB
CNP0505455.2,NDUFB5,HMDB
CNP0505455.2,NDUFC2,HMDB
CNP0505455.2,NDUFB3,HMDB
CNP0505455.2,NDUFB7,HMDB
CNP0505455.2,NDUFAB1,HMDB
CNP0505455.2,NDUFA5,HMDB
CNP0505455.2,NDUFB9,HMDB
CNP0505455.2,NDUFA13,HMDB
CNP0505455.2,GMDS,HMDB
CNP0505455.2,OGDH,HMDB
CNP0505455.2,AKR1A1,HMDB
CNP0505455.2,DHCR7,HMDB
CNP0505455.2,AMT,HMDB
CNP0505455.2,HSD11B1,HMDB
CNP0505455.2,DHFR,HMDB
CNP0505455.2,MTHFD1,HMDB
CNP0505455.2,NDUFB11,HMDB
CNP0505455.2,GCSH,HMDB
CNP0505455.2,DYR,HMDB
CNP0505455.2,MTHFD2,HMDB
CNP0505455.2,AASDH,HMDB
CNP0505455.2,AASS,HMDB
CNP0505455.2,IMPDH1,HMDB
CNP0505455.2,OGDHL,HMDB
CNP0505455.2,NDUFB2,HMDB
CNP0505455.2,AASDHPPT,HMDB
CNP0505455.2,PHPT1,HMDB
CNP0505455.2,1.3.8.1,BRENDA
CNP0505455.2,1.1.1.380,BRENDA
CNP0505455.2,1.1.1.329,BRENDA
CNP0505455.2,1.1.1.296,BRENDA
CNP0505455.2,1.1.1.52,BRENDA
CNP0505455.2,1.2.1.31,BRENDA
CNP0505455.2,1.5.1.49,BRENDA
CNP0505455.2,1.1.1.62,BRENDA
CNP0505455.2,1.1.1.251,BRENDA
CNP0505455.2,1.1.1.122,BRENDA
CNP0505455.2,1.3.1.31,BRENDA
CNP0505455.2,1.3.1.115,BRENDA
CNP0505455.2,1.1.1.195,BRENDA
CNP0505455.2,1.1.1.98,BRENDA
CNP0505455.2,1.17.1.4,BRENDA
CNP0505455.2,1.1.1.259,BRENDA
CNP0505455.2,1.1.1.369,BRENDA
CNP0505455.2,1.1.1.57,BRENDA
CNP0505455.2,1.2.1.90,BRENDA
CNP0505455.2,1.1.1.299,BRENDA
CNP0505455.2,1.1.1.275,BRENDA
CNP0505455.2,1.2.1.85,BRENDA
CNP0505455.2,1.1.1.132,BRENDA
CNP0505455.2,1.1.1.59,BRENDA
CNP0505455.2,1.3.1.109,BRENDA
CNP0505455.2,1.1.1.288,BRENDA
CNP0505455.2,1.2.1.46,BRENDA
CNP0505455.2,2.3.1.48,BRENDA
CNP0505455.2,3.2.2.5,BRENDA
CNP0505455.2,1.3.1.114,BRENDA
CNP0505455.2,1.6.1.4,BRENDA
CNP0505455.2,1.2.1.5,BRENDA
CNP0505455.2,1.1.1.137,BRENDA
CNP0505455.2,1.2.1.78,BRENDA
CNP0505455.2,1.1.1.363,BRENDA
CNP0505455.2,1.2.1.94,BRENDA
CNP0505455.2,1.3.1.25,BRENDA
CNP0505455.2,1.2.1.107,BRENDA
CNP0505455.2,1.1.1.B19,BRENDA
CNP0505455.2,1.1.1.434,BRENDA
CNP0505455.2,1.3.1.87,BRENDA
CNP0505455.2,1.1.1.202,BRENDA
CNP0505455.2,1.1.1.309,BRENDA
CNP0505455.2,1.3.1.64,BRENDA
CNP0505455.2,1.1.1.399,BRENDA
CNP0505455.2,1.8.1.21,BRENDA
CNP0505455.2,1.18.1.5,BRENDA
CNP0505455.2,3.6.1.53,BRENDA
CNP0505455.2,1.2.1.54,BRENDA
CNP0505455.2,1.1.1.117,BRENDA
CNP0505455.2,1.1.1.174,BRENDA
CNP0505455.2,2.3.1.286,BRENDA
CNP0505455.2,1.1.1.164,BRENDA
CNP0505455.2,1.1.1.203,BRENDA
CNP0505455.2,1.1.1.39,BRENDA
CNP0505455.2,1.2.1.89,BRENDA
CNP0505455.2,1.1.1.400,BRENDA
CNP0505455.2,1.2.1.32,BRENDA
CNP0505455.2,3.6.1.21,BRENDA
CNP0505455.2,1.2.1.11,BRENDA
CNP0505455.2,1.1.1.88,BRENDA
CNP0505455.2,1.2.1.88,BRENDA
CNP0505455.2,1.1.1.390,BRENDA
CNP0505455.2,1.2.1.68,BRENDA
CNP0505455.2,1.1.1.152,BRENDA
CNP0505455.2,1.2.1.67,BRENDA
CNP0505455.2,1.1.1.77,BRENDA
CNP0505455.2,1.2.1.69,BRENDA
CNP0505455.2,1.16.1.2,BRENDA
CNP0505455.2,1.1.1.165,BRENDA
CNP0505455.2,1.1.1.352,BRENDA
CNP0505455.2,1.1.1.375,BRENDA
CNP0505455.2,1.1.1.398,BRENDA
CNP0505455.2,1.1.1.270,BRENDA
CNP0505455.2,1.3.99.23,BRENDA
CNP0505455.2,1.1.1.254,BRENDA
CNP0505455.2,1.1.1.258,BRENDA
CNP0505455.2,1.2.1.53,BRENDA
CNP0505455.2,1.1.99.14,BRENDA
CNP0505455.2,1.3.1.29,BRENDA
CNP0505455.2,1.1.1.6,BRENDA
CNP0505455.2,1.2.1.62,BRENDA
CNP0505455.2,1.2.1.39,BRENDA
CNP0505455.2,1.1.1.337,BRENDA
CNP0505455.2,6.5.1.2,BRENDA
CNP0505455.2,1.1.1.351,BRENDA
CNP0505455.2,1.2.1.22,BRENDA
CNP0505455.2,1.2.1.65,BRENDA
CNP0505455.2,1.1.1.125,BRENDA
CNP0505455.2,1.17.1.8,BRENDA
CNP0505455.2,1.1.1.366,BRENDA
CNP0505455.2,1.2.1.42,BRENDA
CNP0505455.2,1.5.1.26,BRENDA
CNP0505455.2,1.8.1.8,BRENDA
CNP0505455.2,1.1.1.233,BRENDA
CNP0505455.2,1.4.1.19,BRENDA
CNP0505455.2,1.1.1.78,BRENDA
CNP0505455.2,1.5.1.34,BRENDA
CNP0505455.2,1.1.1.121,BRENDA
CNP0505455.2,1.1.1.11,BRENDA
CNP0505455.2,1.1.1.228,BRENDA
CNP0505455.2,1.1.1.110,BRENDA
CNP0505455.2,2.7.1.160,BRENDA
CNP0505455.2,1.1.1.424,BRENDA
CNP0505455.2,1.1.1.402,BRENDA
CNP0505455.2,1.1.1.304,BRENDA
CNP0505455.2,1.1.1.420,BRENDA
CNP0505455.2,1.4.1.20,BRENDA
CNP0505455.2,1.1.1.73,BRENDA
CNP0505455.2,1.1.1.331,BRENDA
CNP0505455.2,1.2.1.29,BRENDA
CNP0505455.2,1.4.1.2,BRENDA
CNP0505455.2,1.1.1.310,BRENDA
CNP0505455.2,1.2.1.18,BRENDA
CNP0505455.2,1.4.1.B5,BRENDA
CNP0505455.2,1.5.1.37,BRENDA
CNP0505455.2,2.4.2.30,BRENDA
CNP0505455.2,1.1.1.95,BRENDA
CNP0505455.2,1.1.1.14,BRENDA
CNP0505455.2,1.1.1.159,BRENDA
CNP0505455.2,1.1.1.386,BRENDA
CNP0505455.2,1.1.1.244,BRENDA
CNP0505455.2,1.1.1.376,BRENDA
CNP0505455.2,1.1.1.40,BRENDA
CNP0505455.2,1.18.1.3,BRENDA
CNP0505455.2,1.1.1.51,BRENDA
CNP0505455.2,1.14.13.82,BRENDA
CNP0505455.2,1.16.1.1,BRENDA
CNP0505455.2,1.1.99.22,BRENDA
CNP0505455.2,1.2.1.20,BRENDA
CNP0505455.2,1.12.1.4,BRENDA
CNP0505455.2,1.1.1.209,BRENDA
CNP0505455.2,1.1.1.326,BRENDA
CNP0505455.2,2.4.2.59,BRENDA
CNP0505455.2,1.1.1.183,BRENDA
CNP0505455.2,1.14.13.8,BRENDA
CNP0505455.2,1.1.1.44,BRENDA
CNP0505455.2,1.12.99.6,BRENDA
CNP0505455.2,1.3.1.121,BRENDA
CNP0505455.2,1.1.1.18,BRENDA
CNP0505455.2,1.1.1.237,BRENDA
CNP0505455.2,2.4.2.36,BRENDA
CNP0505455.2,1.1.1.312,BRENDA
CNP0505455.2,1.1.1.264,BRENDA
CNP0505455.2,1.1.1.409,BRENDA
CNP0505455.2,1.1.1.29,BRENDA
CNP0505455.2,1.1.1.408,BRENDA
CNP0505455.2,1.1.1.22,BRENDA
CNP0505455.2,1.1.1.389,BRENDA
CNP0505455.2,1.1.1.12,BRENDA
CNP0505455.2,1.1.1.41,BRENDA
CNP0505455.2,1.1.1.226,BRENDA
CNP0505455.2,1.1.1.49,BRENDA
CNP0505455.2,1.1.1.58,BRENDA
CNP0505455.2,1.1.1.295,BRENDA
CNP0505455.2,2.7.1.236,BRENDA
CNP0505455.2,1.11.1.1,BRENDA
CNP0505455.2,1.1.1.433,BRENDA
CNP0505455.2,1.4.1.27,BRENDA
CNP0505455.2,1.1.1.410,BRENDA
CNP0505455.2,1.1.1.391,BRENDA
CNP0505455.2,1.2.1.15,BRENDA
CNP0505455.2,1.3.1.126,BRENDA
CNP0505455.2,1.1.1.388,BRENDA
CNP0505455.2,1.2.1.86,BRENDA
CNP0505455.2,1.1.1.76,BRENDA
CNP0505455.2,1.1.1.144,BRENDA
CNP0505455.2,1.1.1.178,BRENDA
CNP0505455.2,1.1.1.91,BRENDA
CNP0505455.2,2.7.7.18,BRENDA
CNP0505455.2,1.1.1.25,BRENDA
CNP0505455.2,1.1.1.163,BRENDA
CNP0505455.2,1.1.1.66,BRENDA
CNP0505455.2,1.1.1.4,BRENDA
CNP0505455.2,1.1.1.395,BRENDA
CNP0505455.2,1.3.1.76,BRENDA
CNP0505455.2,1.1.1.30,BRENDA
CNP0505455.2,1.2.7.5,BRENDA
CNP0505455.2,1.1.1.B4,BRENDA
CNP0505455.2,1.1.1.227,BRENDA
CNP0505455.2,1.1.1.327,BRENDA
CNP0505455.2,1.12.7.2,BRENDA
CNP0505455.2,1.1.1.48,BRENDA
CNP0505455.2,1.1.2.7,BRENDA
CNP0505455.2,1.5.1.8,BRENDA
CNP0505455.2,1.1.99.2,BRENDA
CNP0505455.2,1.2.1.82,BRENDA
CNP0505455.2,1.1.99.42,BRENDA
CNP0505455.2,1.1.1.37,BRENDA
CNP0505455.2,1.4.1.11,BRENDA
CNP0505455.2,1.2.1.59,BRENDA
CNP0505455.2,1.1.1.17,BRENDA
CNP0505455.2,1.4.1.7,BRENDA
CNP0505455.2,1.4.1.15,BRENDA
CNP0505455.2,1.2.1.79,BRENDA
CNP0505455.2,1.1.1.335,BRENDA
CNP0505455.2,1.3.1.43,BRENDA
CNP0505455.2,1.1.1.378,BRENDA
CNP0505455.2,1.1.1.343,BRENDA
CNP0505455.2,1.1.1.394,BRENDA
CNP0505455.2,1.1.1.23,BRENDA
CNP0505455.2,7.2.1.2,BRENDA
CNP0505455.2,1.2.1.73,BRENDA
CNP0505455.2,2.3.1.190,BRENDA
CNP0505455.2,1.1.1.300,BRENDA
CNP0505455.2,3.8.1.5,BRENDA
CNP0505455.2,1.1.1.365,BRENDA
CNP0505455.2,1.1.1.1,BRENDA
CNP0505455.2,1.1.1.427,BRENDA
CNP0505455.2,2.4.2.21,BRENDA
CNP0505455.2,1.1.1.42,BRENDA
CNP0505455.2,1.5.1.2,BRENDA
CNP0505455.2,1.4.1.B2,BRENDA
CNP0505455.2,1.1.1.127,BRENDA
CNP0505455.2,1.1.1.347,BRENDA
CNP0505455.2,1.1.1.431,BRENDA
CNP0505455.2,1.5.1.15,BRENDA
CNP0505455.2,1.1.1.67,BRENDA
CNP0505455.2,1.1.1.213,BRENDA
CNP0505455.2,1.1.1.407,BRENDA
CNP0505455.2,1.2.1.71,BRENDA
CNP0505455.2,1.2.1.13,BRENDA
CNP0505455.2,1.5.1.9,BRENDA
CNP0505455.2,1.1.1.146,BRENDA
CNP0505455.2,1.3.1.60,BRENDA
CNP0505455.2,1.1.1.406,BRENDA
CNP0505455.2,1.1.1.64,BRENDA
CNP0505455.2,1.1.1.10,BRENDA
CNP0505455.2,1.1.1.143,BRENDA
CNP0505455.2,1.1.1.216,BRENDA
CNP0505455.2,1.1.1.170,BRENDA
CNP0505455.2,1.1.1.298,BRENDA
CNP0505455.2,3.5.4.17,BRENDA
CNP0505455.2,1.1.1.150,BRENDA
CNP0505455.2,1.2.1.74,BRENDA
CNP0505455.2,1.1.1.B20,BRENDA
CNP0505455.2,2.4.2.60,BRENDA
CNP0505455.2,1.1.1.211,BRENDA
CNP0505455.2,1.1.1.387,BRENDA
CNP0505455.2,3.1.3.2,BRENDA
CNP0505455.2,1.1.1.35,BRENDA
CNP0505455.2,1.1.1.425,BRENDA
CNP0505455.2,1.2.7.4,BRENDA
CNP0505455.2,3.6.1.29,BRENDA
CNP0505455.2,1.1.1.169,BRENDA
CNP0505455.2,1.1.1.26,BRENDA
CNP0505455.2,1.3.1.9,BRENDA
CNP0505455.2,1.1.1.116,BRENDA
CNP0505455.2,1.1.1.421,BRENDA
CNP0505455.2,1.5.1.23,BRENDA
CNP0505455.2,1.3.1.13,BRENDA
CNP0505455.2,1.1.1.136,BRENDA
CNP0505455.2,1.4.1.16,BRENDA
CNP0505455.2,1.1.1.245,BRENDA
CNP0505455.2,1.1.1.250,BRENDA
CNP0505455.2,1.1.1.262,BRENDA
CNP0505455.2,1.1.1.105,BRENDA
CNP0505455.2,1.1.1.438,BRENDA
CNP0505455.2,1.1.1.36,BRENDA
CNP0505455.2,1.1.1.311,BRENDA
CNP0505455.2,1.1.1.107,BRENDA
CNP0505455.2,1.4.1.26,BRENDA
CNP0505455.2,1.1.1.215,BRENDA
CNP0505455.2,1.1.1.9,BRENDA
CNP0505455.2,1.1.1.83,BRENDA
CNP0505455.2,1.1.1.284,BRENDA
CNP0505455.2,1.2.1.102,BRENDA
CNP0505455.2,1.3.1.49,BRENDA
CNP0505455.2,4.1.1.1,BRENDA
CNP0505455.2,1.1.1.54,BRENDA
CNP0505455.2,1.3.1.78,BRENDA
CNP0505455.2,1.3.1.68,BRENDA
CNP0505455.2,1.7.2.6,BRENDA
CNP0505455.2,1.1.1.119,BRENDA
CNP0505455.2,1.2.1.41,BRENDA
CNP0505455.2,1.1.1.53,BRENDA
CNP0505455.2,1.14.19.22,BRENDA
CNP0505455.2,1.1.1.43,BRENDA
CNP0505455.2,1.4.1.5,BRENDA
CNP0505455.2,1.4.1.8,BRENDA
CNP0505455.2,1.5.5.2,BRENDA
CNP0505455.2,1.2.4.4,BRENDA
CNP0505455.2,1.17.1.5,BRENDA
CNP0505455.2,1.1.1.B58,BRENDA
CNP0505455.2,1.1.1.145,BRENDA
CNP0505455.2,1.1.1.401,BRENDA
CNP0505455.2,1.2.1.58,BRENDA
CNP0505455.2,1.3.1.28,BRENDA
CNP0505455.2,1.1.1.423,BRENDA
CNP0505455.2,1.1.1.B40,BRENDA
CNP0505455.2,1.4.1.28,BRENDA
CNP0505455.2,1.2.1.47,BRENDA
CNP0505455.2,1.5.1.10,BRENDA
CNP0505455.2,3.6.1.64,BRENDA
CNP0505455.2,1.1.1.140,BRENDA
CNP0505455.2,1.5.1.20,BRENDA
CNP0505455.2,1.5.1.5,BRENDA
CNP0505455.2,1.1.1.223,BRENDA
CNP0505455.2,1.8.1.4,BRENDA
CNP0505455.2,1.5.1.17,BRENDA
CNP0505455.2,1.17.1.11,BRENDA
CNP0505455.2,1.2.1.16,BRENDA
CNP0505455.2,1.2.1.48,BRENDA
CNP0505455.2,1.3.1.6,BRENDA
CNP0505455.2,3.6.1.45,BRENDA
CNP0505455.2,1.1.1.419,BRENDA
CNP0505455.2,1.2.1.10,BRENDA
CNP0505455.2,1.1.1.87,BRENDA
CNP0505455.2,1.2.1.21,BRENDA
CNP0505455.2,1.1.1.167,BRENDA
CNP0505455.2,1.5.1.18,BRENDA
CNP0505455.2,1.1.1.B65,BRENDA
CNP0505455.2,1.2.1.96,BRENDA
CNP0505455.2,1.2.1.77,BRENDA
CNP0505455.2,1.2.1.28,BRENDA
CNP0505455.2,1.1.1.411,BRENDA
CNP0505455.2,1.3.1.67,BRENDA
CNP0505455.2,2.5.1.46,BRENDA
CNP0505455.2,1.1.1.24,BRENDA
CNP0505455.2,1.1.3.37,BRENDA
CNP0505455.2,3.6.1.9,BRENDA
CNP0505455.2,1.1.1.243,BRENDA
CNP0505455.2,1.1.1.307,BRENDA
CNP0505455.2,3.5.4.18,BRENDA
CNP0505455.2,3.2.2.1,BRENDA
CNP0505455.2,1.1.1.108,BRENDA
CNP0505455.2,1.3.1.1,BRENDA
CNP0505455.2,1.1.1.232,BRENDA
CNP0505455.2,1.14.12.24,BRENDA
CNP0505455.2,1.1.1.157,BRENDA
CNP0505455.2,1.1.1.106,BRENDA
CNP0505455.2,1.2.1.61,BRENDA
CNP0505455.2,1.1.1.252,BRENDA
CNP0505455.2,1.1.1.85,BRENDA
CNP0505455.2,1.1.1.385,BRENDA
CNP0505455.2,1.1.1.129,BRENDA
CNP0505455.2,1.3.1.66,BRENDA
CNP0505455.2,1.1.1.268,BRENDA
CNP0505455.2,2.5.1.161,BRENDA
CNP0505455.2,2.7.7.1,BRENDA
CNP0505455.2,1.1.1.198,BRENDA
CNP0505455.2,1.2.1.33,BRENDA
CNP0505455.2,1.1.1.27,BRENDA
CNP0505455.2,1.5.1.44,BRENDA
CNP0505455.2,1.3.1.79,BRENDA
CNP0505455.2,6.5.1.6,BRENDA
CNP0505455.2,1.5.1.39,BRENDA
CNP0505455.2,1.3.1.58,BRENDA
CNP0505455.2,1.17.1.1,BRENDA
CNP0505455.2,1.2.1.24,BRENDA
CNP0505455.2,1.1.1.75,BRENDA
CNP0505455.2,1.1.1.261,BRENDA
CNP0505455.2,1.1.1.124,BRENDA
CNP0505455.2,1.3.1.24,BRENDA
CNP0505455.2,1.4.1.12,BRENDA
CNP0505455.2,1.1.1.192,BRENDA
CNP0505455.2,1.2.1.64,BRENDA
CNP0505455.2,1.1.1.361,BRENDA
CNP0505455.2,2.3.1.313,BRENDA
CNP0505455.2,1.4.1.23,BRENDA
CNP0505455.2,1.1.1.79,BRENDA
CNP0505455.2,1.1.1.301,BRENDA
CNP0505455.2,1.17.1.10,BRENDA
CNP0505455.2,1.3.1.107,BRENDA
CNP0505455.2,1.4.1.21,BRENDA
CNP0505455.2,2.3.1.B42,BRENDA
CNP0505455.2,1.5.1.30,BRENDA
CNP0505455.2,1.2.1.7,BRENDA
CNP0505455.2,1.2.1.92,BRENDA
CNP0505455.2,1.5.99.12,BRENDA
CNP0505455.2,1.1.1.2,BRENDA
CNP0505455.2,1.1.1.345,BRENDA
CNP0505455.2,1.2.1.57,BRENDA
CNP0505455.2,1.18.1.7,BRENDA
CNP0505455.2,1.2.4.1,BRENDA
CNP0505455.2,1.1.1.397,BRENDA
CNP0505455.2,1.2.1.99,BRENDA
CNP0505455.2,1.20.1.1,BRENDA
CNP0505455.2,2.3.1.B43,BRENDA
CNP0505455.2,1.1.1.396,BRENDA
CNP0505455.2,1.1.1.28,BRENDA
CNP0505455.2,1.1.1.231,BRENDA
CNP0505455.2,1.1.1.149,BRENDA
CNP0505455.2,1.2.1.25,BRENDA
CNP0505455.2,1.1.1.184,BRENDA
CNP0505455.2,1.1.1.50,BRENDA
CNP0505455.2,1.5.1.1,BRENDA
CNP0505455.2,1.3.1.44,BRENDA
CNP0505455.2,1.1.1.175,BRENDA
CNP0505455.2,1.1.1.290,BRENDA
CNP0505455.2,1.1.1.46,BRENDA
CNP0505455.2,1.1.1.357,BRENDA
CNP0505455.2,1.1.1.359,BRENDA
CNP0505455.2,1.17.1.9,BRENDA
CNP0505455.2,1.1.1.3,BRENDA
CNP0505455.2,1.1.1.418,BRENDA
CNP0505455.2,1.2.1.4,BRENDA
CNP0505455.2,1.5.1.B5,BRENDA
CNP0505455.2,1.12.1.3,BRENDA
CNP0505455.2,1.1.1.205,BRENDA
CNP0505455.2,1.1.1.441,BRENDA
CNP0505455.2,1.1.1.240,BRENDA
CNP0505455.2,1.16.1.7,BRENDA
CNP0505455.2,1.1.1.71,BRENDA
CNP0505455.2,1.4.1.B4,BRENDA
CNP0505455.2,1.6.1.1,BRENDA
CNP0505455.2,1.1.1.81,BRENDA
CNP0505455.2,1.1.1.370,BRENDA
CNP0505455.2,1.3.1.53,BRENDA
CNP0505455.2,1.1.1.60,BRENDA
CNP0505455.2,1.1.3.18,BRENDA
CNP0505455.2,1.1.1.120,BRENDA
CNP0505455.2,1.1.1.305,BRENDA
CNP0505455.2,1.1.1.291,BRENDA
CNP0505455.2,1.6.1.3,BRENDA
CNP0505455.2,1.1.1.350,BRENDA
CNP0505455.2,1.2.1.72,BRENDA
CNP0505455.2,1.2.1.19,BRENDA
CNP0505455.2,1.1.1.176,BRENDA
CNP0505455.2,1.1.1.47,BRENDA
CNP0505455.2,1.4.1.1,BRENDA
CNP0505455.2,1.1.1.360,BRENDA
CNP0505455.2,1.14.14.51,BRENDA
CNP0505455.2,1.1.1.38,BRENDA
CNP0505455.2,1.1.1.403,BRENDA
CNP0505455.2,1.1.1.340,BRENDA
CNP0505455.2,1.1.1.416,BRENDA
CNP0505455.2,1.18.1.1,BRENDA
CNP0505455.2,1.1.1.103,BRENDA
CNP0505455.2,1.1.1.179,BRENDA
CNP0505455.2,1.4.1.24,BRENDA
CNP0505455.2,1.1.1.166,BRENDA
CNP0505455.2,1.1.1.80,BRENDA
CNP0505455.2,1.1.1.374,BRENDA
CNP0505455.2,1.1.1.90,BRENDA
CNP0505455.2,1.1.1.257,BRENDA
CNP0505455.2,1.1.1.422,BRENDA
CNP0505455.2,1.2.1.12,BRENDA
CNP0505455.2,1.1.1.436,BRENDA
CNP0505455.2,1.1.1.297,BRENDA
CNP0505455.2,3.6.1.22,BRENDA
CNP0505455.2,1.3.1.14,BRENDA
CNP0505455.2,1.1.1.8,BRENDA
CNP0505455.2,1.3.1.119,BRENDA
CNP0505455.2,1.12.1.2,BRENDA
CNP0505455.2,1.2.1.3,BRENDA
CNP0505455.2,1.3.1.116,BRENDA
CNP0505455.2,1.1.1.56,BRENDA
CNP0505455.2,1.1.1.239,BRENDA
CNP0505455.2,1.2.1.100,BRENDA
CNP0505455.2,1.4.1.18,BRENDA
CNP0505455.2,3.1.13.3,BRENDA
CNP0505455.2,1.3.1.18,BRENDA
CNP0505455.2,1.1.1.82,BRENDA
CNP0505455.2,1.4.1.14,BRENDA
CNP0505455.2,7.1.1.2,BRENDA
CNP0505455.2,1.20.4.1,BRENDA
CNP0505455.2,2.3.1.B41,BRENDA
CNP0505455.2,1.1.1.316,BRENDA
CNP0505455.2,1.5.1.42,BRENDA
CNP0505455.2,1.1.1.282,BRENDA
CNP0505455.2,5.5.1.34,BRENDA
CNP0505455.2,1.1.1.354,BRENDA
CNP0505455.2,1.1.1.315,BRENDA
CNP0505455.2,1.1.1.177,BRENDA
CNP0505455.2,1.2.1.87,BRENDA
CNP0505455.2,1.2.1.26,BRENDA
CNP0505455.2,3.6.1.13,BRENDA
CNP0505455.2,3.1.15.1,BRENDA
CNP0505455.2,1.1.1.154,BRENDA
CNP0505455.2,1.1.1.112,BRENDA
CNP0505455.2,1.5.1.7,BRENDA
CNP0505455.2,1.1.1.368,BRENDA
CNP0505455.2,1.1.1.93,BRENDA
CNP0505455.2,1.2.1.B29,BRENDA
CNP0505455.2,1.1.1.415,BRENDA
CNP0505455.2,1.1.1.99,BRENDA
CNP0505455.2,1.1.1.173,BRENDA
CNP0505455.2,1.1.1.118,BRENDA
CNP0505455.2,1.1.1.B38,BRENDA
CNP0505455.2,1.3.1.56,BRENDA
CNP0505455.2,1.1.1.21,BRENDA
CNP0505455.2,1.1.1.B3,BRENDA
CNP0505455.2,1.1.1.221,BRENDA
CNP0505455.2,1.1.1.126,BRENDA
CNP0505455.2,1.3.1.7,BRENDA
CNP0505455.2,1.8.1.22,BRENDA
CNP0505455.2,3.1.4.1,BRENDA
CNP0505455.2,1.7.1.5,BRENDA
CNP0505455.2,1.4.1.3,BRENDA
CNP0505455.2,1.2.1.97,BRENDA
CNP0505455.2,1.5.1.11,BRENDA
CNP0505455.2,1.1.1.31,BRENDA
CNP0505455.2,1.4.1.4,BRENDA
CNP0505455.2,1.2.1.60,BRENDA
CNP0505455.2,1.3.1.12,BRENDA
CNP0505455.2,1.2.1.9,BRENDA
CNP0505455.2,1.1.1.69,BRENDA
CNP0505455.2,1.2.1.27,BRENDA
CNP0505455.2,1.4.1.9,BRENDA
CNP0505455.2,1.2.1.105,BRENDA
CNP0505455.2,1.2.1.98,BRENDA
CNP0505455.2,3.6.1.18,BRENDA
CNP0505455.2,1.5.1.36,BRENDA
CNP0505455.2,1.1.1.269,BRENDA
CNP0505455.2,1.3.1.62,BRENDA
CNP0505455.2,1.1.1.15,BRENDA
CNP0505455.2,1.1.1.181,BRENDA
CNP0505455.2,1.1.1.84,BRENDA
CNP0505455.2,1.1.1.45,BRENDA
CNP0505455.2,1.6.5.2,BRENDA
CNP0505455.2,3.2.2.6,BRENDA
CNP0505455.2,2.7.1.23,BRENDA
